"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,7.72598205811037,15.3496545890853,11.2019843826607,15.598556889083,26.6118628123262,7.42053267301727,18.1440682427761,15.0580397065756,15.3805894440423,5.01198621124374,7.53011151878126
"conf_green",7.72598205811037,0,7.62367253097494,3.47600232455033,7.8725748309726,18.8858807542159,15.1465147311276,25.8700503008864,22.784021764686,23.1065715021527,12.7379682693541,15.2560935768916
"conf_red",15.3496545890853,7.62367253097494,0,4.14767020642461,0.24890229999766,11.2622082232409,22.7701872621026,33.4937228318614,30.4076942956609,30.7302440331276,20.3616408003291,22.8797661078666
"fusion_blue",11.2019843826607,3.47600232455033,4.14767020642461,0,4.39657250642227,15.4098784296655,18.622517055678,29.3460526254368,26.2600240892363,26.582573826703,16.2139705939044,18.732095901442
"fusion_green",15.598556889083,7.8725748309726,0.24890229999766,4.39657250642227,0,11.0133059232433,23.0190895621002,33.742625131859,30.6565965956586,30.9791463331253,20.6105431003267,23.1286684078642
"fusion_red",26.6118628123262,18.8858807542159,11.2622082232409,15.4098784296655,11.0133059232433,0,34.0323954853435,44.7559310551023,41.6699025189018,41.9924522563686,31.62384902357,34.1419743311075
"FV_blue",7.42053267301727,15.1465147311276,22.7701872621026,18.622517055678,23.0190895621002,34.0323954853435,0,10.7235355697588,7.63750703355834,7.96005677102506,2.40854646177353,0.109578845763995
"FV_green",18.1440682427761,25.8700503008864,33.4937228318614,29.3460526254368,33.742625131859,44.7559310551023,10.7235355697588,0,3.08602853620046,2.76347879873373,13.1320820315323,10.6139567239948
"FV_red",15.0580397065756,22.784021764686,30.4076942956609,26.2600240892363,30.6565965956586,41.6699025189018,7.63750703355834,3.08602853620046,0,0.322549737466726,10.0460534953319,7.52792818779434
"int_green",15.3805894440423,23.1065715021527,30.7302440331276,26.582573826703,30.9791463331253,41.9924522563686,7.96005677102506,2.76347879873373,0.322549737466726,0,10.3686032327986,7.85047792526107
"int_red",5.01198621124374,12.7379682693541,20.3616408003291,16.2139705939044,20.6105431003267,31.62384902357,2.40854646177353,13.1320820315323,10.0460534953319,10.3686032327986,0,2.51812530753752
"int_white",7.53011151878126,15.2560935768916,22.8797661078666,18.732095901442,23.1286684078642,34.1419743311075,0.109578845763995,10.6139567239948,7.52792818779434,7.85047792526107,2.51812530753752,0
