"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_blue",0,0.204360922937052,2.46580257529837,5.46840832909854,5.38292958339566,8.30340711460153,3.6746423322359,7.71073804629211,5.98674743681855,1.50582748563404,7.93838769156478,9.99078618092388,6.90124448103672
"conf_green",0.204360922937052,0,2.26144165236132,5.26404740616149,5.17856866045861,8.09904619166447,3.87900325517295,7.91509896922917,6.1911083597556,1.71018840857109,8.14274861450183,10.1951471038609,7.10560540397377
"conf_red",2.46580257529837,2.26144165236132,0,3.00260575380017,2.91712700809729,5.83760453930315,6.14044490753427,10.1765406215905,8.45255001211692,3.97163006093241,10.4041902668632,12.4565887562223,9.36704705633509
"fusion_blue",5.46840832909854,5.26404740616149,3.00260575380017,0,0.0854787457028756,2.83499878550299,9.14305066133444,13.1791463753907,11.4551557659171,6.97423581473258,13.4067960206633,15.4591945100224,12.3696528101353
"fusion_green",5.38292958339566,5.17856866045861,2.91712700809729,0.0854787457028756,0,2.92047753120586,9.05757191563156,13.0936676296878,11.3696770202142,6.8887570690297,13.3213172749604,15.3737157643195,12.2841740644324
"fusion_red",8.30340711460153,8.09904619166447,5.83760453930315,2.83499878550299,2.92047753120586,0,11.9780494468374,16.0141451608936,14.2901545514201,9.80923460023557,16.2417948061663,18.2941932955254,15.2046515956382
"FV_blue",3.6746423322359,3.87900325517295,6.14044490753427,9.14305066133444,9.05757191563156,11.9780494468374,0,4.03609571405621,2.31210510458265,2.16881484660186,4.26374535932888,6.31614384868798,3.22660214880082
"FV_green",7.71073804629211,7.91509896922917,10.1765406215905,13.1791463753907,13.0936676296878,16.0141451608936,4.03609571405621,0,1.72399060947356,6.20491056065807,0.227649645272663,2.28004813463177,0.809493565255394
"FV_red",5.98674743681855,6.1911083597556,8.45255001211692,11.4551557659171,11.3696770202142,14.2901545514201,2.31210510458265,1.72399060947356,0,4.48091995118451,1.95164025474623,4.00403874410533,0.914497044218169
"int_blue",1.50582748563404,1.71018840857109,3.97163006093241,6.97423581473258,6.8887570690297,9.80923460023557,2.16881484660186,6.20491056065807,4.48091995118451,0,6.43256020593074,8.48495869528984,5.39541699540268
"int_green",7.93838769156478,8.14274861450183,10.4041902668632,13.4067960206633,13.3213172749604,16.2417948061663,4.26374535932888,0.227649645272663,1.95164025474623,6.43256020593074,0,2.0523984893591,1.03714321052806
"int_red",9.99078618092388,10.1951471038609,12.4565887562223,15.4591945100224,15.3737157643195,18.2941932955254,6.31614384868798,2.28004813463177,4.00403874410533,8.48495869528984,2.0523984893591,0,3.08954169988716
"int_white",6.90124448103672,7.10560540397377,9.36704705633509,12.3696528101353,12.2841740644324,15.2046515956382,3.22660214880082,0.809493565255394,0.914497044218169,5.39541699540268,1.03714321052806,3.08954169988716,0
