"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,33777.7702045314,11259.2567348438,20.7626795544318,0.0014339939643118
"color",3,4641.96617056036,1547.32205685345,2.8533457217057,0.127038703390973
"Residuals",6,3253.70047887884,542.283413146474,NA,NA
