"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,10695.6822362584,3565.22741208614,0.568374350196229,0.655937507968217
"color",3,42174.3099110023,14058.1033036674,2.24116568360448,0.18397995832986
"Residuals",6,37636.048257863,6272.67470964384,NA,NA
