"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,452.430777211915,150.810259070638,0.315534409828323,0.814160503371929
"color",3,1022.30765963204,340.769219877346,0.712978117962737,0.579016840660742
"Residuals",6,2867.71117899994,477.951863166657,NA,NA
