"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,323.830881331302,107.943627110434,0.191363068860628,0.898561997889568
"color",3,1086.13167702057,362.043892340192,0.641833447282492,0.615580627797533
"Residuals",6,3384.46580376648,564.07763396108,NA,NA
