"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_blue","FV_green","FV_red","int_blue","int_green","int_red"
"conf_blue",0,5.80035509751684,63.899838388483,113.747377005767,109.582433041041,195.390230789941,52.271507392515,272.979798632881,75.5015044430835,74.5736693163489,102.526625592463,268.672202214101,524.095296016151
"conf_green",5.80035509751684,0,58.0994832909661,107.94702190825,103.782077943524,189.589875692424,58.0718624900318,267.179443535364,81.3018595406004,80.3740244138657,108.32698068998,274.472557311617,518.294940918634
"conf_red",63.899838388483,58.0994832909661,0,49.8475386172835,45.6825946525579,131.490392401458,116.171345780998,209.079960244398,139.401342831567,138.473507704832,166.426463980946,332.572040602584,460.195457627668
"fusion_blue",113.747377005767,107.94702190825,49.8475386172835,0,4.16494396472564,81.642853784174,166.018884398282,159.232421627114,189.24888144885,188.321046322115,216.27400259823,382.419579219867,410.347919010385
"fusion_green",109.582433041041,103.782077943524,45.6825946525579,4.16494396472564,0,85.8077977488996,161.853940433556,163.39736559184,185.083937484124,184.15610235739,212.109058633504,378.254635255141,414.51286297511
"fusion_red",195.390230789941,189.589875692424,131.490392401458,81.642853784174,85.8077977488996,0,247.661738182456,77.5895678429401,270.891735233024,269.963900106289,297.916856382404,464.062433004041,328.705065226211
"FV_blue",52.271507392515,58.0718624900318,116.171345780998,166.018884398282,161.853940433556,247.661738182456,0,325.251306025396,23.2299970505686,22.3021619238339,50.255118199948,216.400694821586,576.366803408666
"FV_blue",272.979798632881,267.179443535364,209.079960244398,159.232421627114,163.39736559184,77.5895678429401,325.251306025396,0,348.481303075964,347.55346794923,375.506424225344,541.652000846981,251.115497383271
"FV_green",75.5015044430835,81.3018595406004,139.401342831567,189.24888144885,185.083937484124,270.891735233024,23.2299970505686,348.481303075964,0,0.927835126734664,27.0251211493795,193.170697771017,599.596800459235
"FV_red",74.5736693163489,80.3740244138657,138.473507704832,188.321046322115,184.15610235739,269.963900106289,22.3021619238339,347.55346794923,0.927835126734664,0,27.9529562761142,194.098532897752,598.6689653325
"int_blue",102.526625592463,108.32698068998,166.426463980946,216.27400259823,212.109058633504,297.916856382404,50.255118199948,375.506424225344,27.0251211493795,27.9529562761142,0,166.145576621638,626.621921608614
"int_green",268.672202214101,274.472557311617,332.572040602584,382.419579219867,378.254635255141,464.062433004041,216.400694821586,541.652000846981,193.170697771017,194.098532897752,166.145576621638,0,792.767498230252
"int_red",524.095296016151,518.294940918634,460.195457627668,410.347919010385,414.51286297511,328.705065226211,576.366803408666,251.115497383271,599.596800459235,598.6689653325,626.621921608614,792.767498230252,0
