"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,37839.7613291201,12613.2537763734,14.4719848878986,0.00373276817765723
"color",3,2154.87252339622,718.290841132074,0.824140573263578,0.526660679101308
"Residuals",6,5229.38098985462,871.563498309103,NA,NA
