"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_blue",0,5.79977455997917,11.3243487837564,5.34808613351673,11.7894251759634,17.3914330083208,22.0896480413331,2.40252685555832,1.32155315372908,38.12684981458,11.7992739381176,29.2931114535864,13.1711076550922
"conf_green",5.79977455997917,0,5.52457422377719,0.451688426462439,5.98965061598425,11.5916584483416,16.289873481354,3.39724770442085,4.47822140625009,32.3270752546008,17.5990484980967,23.4933368936073,18.9708822150714
"conf_red",11.3243487837564,5.52457422377719,0,5.97626265023963,0.465076392207052,6.06708422456439,10.7652992575768,8.92182192819804,10.0027956300273,26.8025010308236,23.1236227218739,17.9687626698301,24.4954564388485
"fusion_blue",5.34808613351673,0.451688426462439,5.97626265023963,0,6.44133904244669,12.043346874804,16.7415619078164,2.94555927795841,4.02653297978765,32.7787636810632,17.1473600716343,23.9450253200697,18.5191937886089
"fusion_green",11.7894251759634,5.98965061598425,0.465076392207052,6.44133904244669,0,5.60200783235734,10.3002228653697,9.38689832040509,10.4678720222343,26.3374246386166,23.588699114081,17.503686277623,24.9605328310556
"fusion_red",17.3914330083208,11.5916584483416,6.06708422456439,12.043346874804,5.60200783235734,0,4.69821503301238,14.9889061527624,16.0698798545917,20.7354168062592,29.1907069464383,11.9016784452657,30.5625406634129
"FV_blue",22.0896480413331,16.289873481354,10.7652992575768,16.7415619078164,10.3002228653697,4.69821503301238,0,19.6871211857748,20.7680948876041,16.0372017732468,33.8889219794507,7.2034634122533,35.2607556964253
"FV_green",2.40252685555832,3.39724770442085,8.92182192819804,2.94555927795841,9.38689832040509,14.9889061527624,19.6871211857748,0,1.08097370182924,35.7243229590217,14.2018007936759,26.8905845980281,15.5736345106505
"FV_red",1.32155315372908,4.47822140625009,10.0027956300273,4.02653297978765,10.4678720222343,16.0698798545917,20.7680948876041,1.08097370182924,0,36.8052966608509,13.1208270918466,27.9715582998573,14.4926608088213
"int_blue",38.12684981458,32.3270752546008,26.8025010308236,32.7787636810632,26.3374246386166,20.7354168062592,16.0372017732468,35.7243229590217,36.8052966608509,0,49.9261237526975,8.83373836099354,51.2979574696722
"int_green",11.7992739381176,17.5990484980967,23.1236227218739,17.1473600716343,23.588699114081,29.1907069464383,33.8889219794507,14.2018007936759,13.1208270918466,49.9261237526975,0,41.092385391704,1.37183371697462
"int_red",29.2931114535864,23.4933368936073,17.9687626698301,23.9450253200697,17.503686277623,11.9016784452657,7.2034634122533,26.8905845980281,27.9715582998573,8.83373836099354,41.092385391704,0,42.4642191086786
"int_white",13.1711076550922,18.9708822150714,24.4954564388485,18.5191937886089,24.9605328310556,30.5625406634129,35.2607556964253,15.5736345106505,14.4926608088213,51.2979574696722,1.37183371697462,42.4642191086786,0
