param,material,process,system,color,n,median_abs_diff_pct,mean_abs_diff_pct,q25_abs_diff_pct,q75_abs_diff_pct
rsm,c45,b,fusion,blue,1,99.9788331704601,99.9788331704601,99.9788331704601,99.9788331704601
rsm,c45,b,fusion,green,1,99.9790489733687,99.9790489733687,99.9790489733687,99.9790489733687
rsm,c45,b,fusion,red,1,99.9797875410369,99.9797875410369,99.9797875410369,99.9797875410369
rsm,c45,b,int,blue,2,99.96959711708,99.96959711708,99.96957713696115,99.96961709719885
rsm,c45,b,int,green,1,99.9517027738583,99.9517027738583,99.9517027738583,99.9517027738583
rsm,c45,b,int,red,1,99.9628698705154,99.9628698705154,99.9628698705154,99.9628698705154
rsm,c45,b,int,white,1,99.9488954965066,99.9488954965066,99.9488954965066,99.9488954965066
rsm,c45,gla,FV,blue,1,99.9451209230098,99.9451209230098,99.9451209230098,99.9451209230098
rsm,c45,gla,FV,green,1,99.9397261985114,99.9397261985114,99.9397261985114,99.9397261985114
rsm,c45,gla,FV,red,1,99.9399108081304,99.9399108081304,99.9399108081304,99.9399108081304
rsm,c45,gla,conf,blue,1,99.9696903253879,99.9696903253879,99.9696903253879,99.9696903253879
rsm,c45,gla,conf,green,1,99.9677260788127,99.9677260788127,99.9677260788127,99.9677260788127
rsm,c45,gla,conf,red,1,99.9662233966793,99.9662233966793,99.9662233966793,99.9662233966793
rsm,c45,gla,fusion,blue,1,99.9743537198983,99.9743537198983,99.9743537198983,99.9743537198983
rsm,c45,gla,fusion,green,1,99.9720442070764,99.9720442070764,99.9720442070764,99.9720442070764
rsm,c45,gla,fusion,red,1,99.9703486935301,99.9703486935301,99.9703486935301,99.9703486935301
rsm,c45,gla,int,blue,1,99.9506711157533,99.9506711157533,99.9506711157533,99.9506711157533
rsm,c45,gla,int,green,1,99.9404531419882,99.9404531419882,99.9404531419882,99.9404531419882
rsm,c45,gla,int,red,1,99.9450542699161,99.9450542699161,99.9450542699161,99.9450542699161
rsm,c45,gla,int,white,1,99.9395869828684,99.9395869828684,99.9395869828684,99.9395869828684
rsm,c45,gri,FV,blue,1,99.9238074931557,99.9238074931557,99.9238074931557,99.9238074931557
rsm,c45,gri,FV,green,1,99.9209345381425,99.9209345381425,99.9209345381425,99.9209345381425
rsm,c45,gri,FV,red,1,99.9205525713283,99.9205525713283,99.9205525713283,99.9205525713283
rsm,c45,gri,conf,blue,1,99.961444528219,99.961444528219,99.961444528219,99.961444528219
rsm,c45,gri,conf,green,1,99.9620774927474,99.9620774927474,99.9620774927474,99.9620774927474
rsm,c45,gri,conf,red,1,99.9604693781596,99.9604693781596,99.9604693781596,99.9604693781596
rsm,c45,gri,fusion,blue,1,99.9694312415797,99.9694312415797,99.9694312415797,99.9694312415797
rsm,c45,gri,fusion,green,1,99.9700940553772,99.9700940553772,99.9700940553772,99.9700940553772
rsm,c45,gri,fusion,red,1,99.9688655429359,99.9688655429359,99.9688655429359,99.9688655429359
rsm,c45,gri,int,blue,1,99.9197887198128,99.9197887198128,99.9197887198128,99.9197887198128
rsm,c45,gri,int,green,1,99.9271409618367,99.9271409618367,99.9271409618367,99.9271409618367
rsm,c45,gri,int,red,1,99.9367015818357,99.9367015818357,99.9367015818357,99.9367015818357
rsm,c45,gri,int,white,1,99.9257314843943,99.9257314843943,99.9257314843943,99.9257314843943
rsm,c45,hon,FV,blue,1,99.8726932713513,99.8726932713513,99.8726932713513,99.8726932713513
rsm,c45,hon,FV,green,1,99.8753091187858,99.8753091187858,99.8753091187858,99.8753091187858
rsm,c45,hon,FV,red,1,99.878765845642,99.878765845642,99.878765845642,99.878765845642
rsm,c45,hon,conf,blue,1,99.939953967202,99.939953967202,99.939953967202,99.939953967202
rsm,c45,hon,conf,green,1,99.9469996823419,99.9469996823419,99.9469996823419,99.9469996823419
rsm,c45,hon,conf,red,1,99.9480011076289,99.9480011076289,99.9480011076289,99.9480011076289
rsm,c45,hon,fusion,blue,1,99.9524651079722,99.9524651079722,99.9524651079722,99.9524651079722
rsm,c45,hon,fusion,green,1,99.9596280412561,99.9596280412561,99.9596280412561,99.9596280412561
rsm,c45,hon,fusion,red,1,99.9609745931855,99.9609745931855,99.9609745931855,99.9609745931855
rsm,c45,hon,int,blue,1,99.8764038680773,99.8764038680773,99.8764038680773,99.8764038680773
rsm,c45,hon,int,green,1,99.9183896401689,99.9183896401689,99.9183896401689,99.9183896401689
rsm,c45,hon,int,red,1,99.9168294687051,99.9168294687051,99.9168294687051,99.9168294687051
rsm,c45,hon,int,white,1,99.9192275347646,99.9192275347646,99.9192275347646,99.9192275347646
rsm,c45,mf,FV,blue,1,99.9375547758088,99.9375547758088,99.9375547758088,99.9375547758088
rsm,c45,mf,FV,green,1,99.9376444051583,99.9376444051583,99.9376444051583,99.9376444051583
rsm,c45,mf,FV,red,1,99.9385111367003,99.9385111367003,99.9385111367003,99.9385111367003
rsm,c45,mf,conf,green,1,99.9611459896418,99.9611459896418,99.9611459896418,99.9611459896418
rsm,c45,mf,conf,red,1,99.9618206585615,99.9618206585615,99.9618206585615,99.9618206585615
rsm,c45,mf,fusion,blue,1,99.9660405203826,99.9660405203826,99.9660405203826,99.9660405203826
rsm,c45,mf,fusion,green,1,99.9679745220376,99.9679745220376,99.9679745220376,99.9679745220376
rsm,c45,mf,fusion,red,1,99.968312036097,99.968312036097,99.968312036097,99.968312036097
rsm,c45,mf,int,blue,1,99.9444371037395,99.9444371037395,99.9444371037395,99.9444371037395
rsm,c45,mf,int,green,1,99.9217184628222,99.9217184628222,99.9217184628222,99.9217184628222
rsm,c45,mf,int,red,1,99.9326679036094,99.9326679036094,99.9326679036094,99.9326679036094
rsm,c45,mf,int,white,1,99.9339444629259,99.9339444629259,99.9339444629259,99.9339444629259
rsm,c45,mr,FV,blue,1,99.9585307971431,99.9585307971431,99.9585307971431,99.9585307971431
rsm,c45,mr,FV,green,1,99.9463770220963,99.9463770220963,99.9463770220963,99.9463770220963
rsm,c45,mr,FV,red,1,99.9508799209508,99.9508799209508,99.9508799209508,99.9508799209508
rsm,c45,mr,conf,green,1,99.963546888618,99.963546888618,99.963546888618,99.963546888618
rsm,c45,mr,conf,red,1,99.9660049460495,99.9660049460495,99.9660049460495,99.9660049460495
rsm,c45,mr,fusion,blue,1,99.9733346772053,99.9733346772053,99.9733346772053,99.9733346772053
rsm,c45,mr,fusion,green,1,99.9734030372522,99.9734030372522,99.9734030372522,99.9734030372522
rsm,c45,mr,fusion,red,1,99.9749373985689,99.9749373985689,99.9749373985689,99.9749373985689
rsm,c45,mr,int,blue,1,99.9621979946207,99.9621979946207,99.9621979946207,99.9621979946207
rsm,c45,mr,int,green,1,99.9221749184258,99.9221749184258,99.9221749184258,99.9221749184258
rsm,c45,mr,int,red,1,99.9365424342062,99.9365424342062,99.9365424342062,99.9365424342062
rsm,c45,mr,int,white,1,99.9190425730083,99.9190425730083,99.9190425730083,99.9190425730083
rsm,c45,tf,FV,blue,1,99.9402399032992,99.9402399032992,99.9402399032992,99.9402399032992
rsm,c45,tf,FV,green,1,99.9260391795789,99.9260391795789,99.9260391795789,99.9260391795789
rsm,c45,tf,FV,red,1,99.9327029861878,99.9327029861878,99.9327029861878,99.9327029861878
rsm,c45,tf,conf,green,1,99.9491617890662,99.9491617890662,99.9491617890662,99.9491617890662
rsm,c45,tf,conf,red,1,99.9517155142648,99.9517155142648,99.9517155142648,99.9517155142648
rsm,c45,tf,fusion,blue,1,99.9623708034141,99.9623708034141,99.9623708034141,99.9623708034141
rsm,c45,tf,fusion,green,1,99.9622795868296,99.9622795868296,99.9622795868296,99.9622795868296
rsm,c45,tf,fusion,red,1,99.9639404103719,99.9639404103719,99.9639404103719,99.9639404103719
rsm,c45,tf,int,blue,1,99.9464977553878,99.9464977553878,99.9464977553878,99.9464977553878
rsm,c45,tf,int,green,1,99.884796707496207,99.884796707496207,99.884796707496207,99.884796707496207
rsm,c45,tf,int,red,1,99.9029054344166,99.9029054344166,99.9029054344166,99.9029054344166
rsm,c45,tf,int,white,1,99.880542413956,99.880542413956,99.880542413956,99.880542413956
rsm,c45,tr,FV,blue,1,99.9712867535469,99.9712867535469,99.9712867535469,99.9712867535469
rsm,c45,tr,FV,green,1,99.9603289018148,99.9603289018148,99.9603289018148,99.9603289018148
rsm,c45,tr,FV,red,1,99.9437729836769,99.9437729836769,99.9437729836769,99.9437729836769
rsm,c45,tr,conf,green,1,99.9509978868946,99.9509978868946,99.9509978868946,99.9509978868946
rsm,c45,tr,conf,red,1,99.9458020892038,99.9458020892038,99.9458020892038,99.9458020892038
rsm,c45,tr,fusion,blue,1,99.9682962439369,99.9682962439369,99.9682962439369,99.9682962439369
rsm,c45,tr,fusion,green,1,99.9583881334377,99.9583881334377,99.9583881334377,99.9583881334377
rsm,c45,tr,fusion,red,1,99.9530272771005,99.9530272771005,99.9530272771005,99.9530272771005
rsm,c45,tr,int,blue,1,99.9562606658549,99.9562606658549,99.9562606658549,99.9562606658549
rsm,c45,tr,int,green,1,99.8659325136342,99.8659325136342,99.8659325136342,99.8659325136342
rsm,c45,tr,int,red,1,99.9634592444303,99.9634592444303,99.9634592444303,99.9634592444303
rsm,c45,tr,int,white,1,99.8503331385599,99.8503331385599,99.8503331385599,99.8503331385599
rsm,c45,wedm_f,FV,blue,1,99.8897885133185,99.8897885133185,99.8897885133185,99.8897885133185
rsm,c45,wedm_f,FV,green,1,99.8890383446794,99.8890383446794,99.8890383446794,99.8890383446794
rsm,c45,wedm_f,FV,red,1,99.892022554578,99.892022554578,99.892022554578,99.892022554578
rsm,c45,wedm_f,conf,blue,1,99.9426105463079,99.9426105463079,99.9426105463079,99.9426105463079
rsm,c45,wedm_f,conf,green,1,99.946802456043,99.946802456043,99.946802456043,99.946802456043
rsm,c45,wedm_f,conf,red,1,99.9450328749792,99.9450328749792,99.9450328749792,99.9450328749792
rsm,c45,wedm_f,fusion,blue,1,99.9462156193317,99.9462156193317,99.9462156193317,99.9462156193317
rsm,c45,wedm_f,fusion,green,1,99.9538887508717,99.9538887508717,99.9538887508717,99.9538887508717
rsm,c45,wedm_f,fusion,red,1,99.9525762630981,99.9525762630981,99.9525762630981,99.9525762630981
rsm,c45,wedm_f,int,blue,1,99.8870039588964,99.8870039588964,99.8870039588964,99.8870039588964
rsm,c45,wedm_f,int,green,1,99.9155159088384,99.9155159088384,99.9155159088384,99.9155159088384
rsm,c45,wedm_f,int,red,1,99.9154441551518,99.9154441551518,99.9154441551518,99.9154441551518
rsm,c45,wedm_f,int,white,1,99.9170266250138,99.9170266250138,99.9170266250138,99.9170266250138
rsm,c45,wedm_r,FV,blue,1,99.9186895578465,99.9186895578465,99.9186895578465,99.9186895578465
rsm,c45,wedm_r,FV,green,1,99.9177690971289,99.9177690971289,99.9177690971289,99.9177690971289
rsm,c45,wedm_r,FV,red,1,99.9193468450702,99.9193468450702,99.9193468450702,99.9193468450702
rsm,c45,wedm_r,conf,blue,1,99.9401836718897,99.9401836718897,99.9401836718897,99.9401836718897
rsm,c45,wedm_r,conf,green,1,99.9460320731421,99.9460320731421,99.9460320731421,99.9460320731421
rsm,c45,wedm_r,conf,red,1,99.9485996856474,99.9485996856474,99.9485996856474,99.9485996856474
rsm,c45,wedm_r,fusion,blue,1,99.9428595687152,99.9428595687152,99.9428595687152,99.9428595687152
rsm,c45,wedm_r,fusion,green,1,99.9448221104131,99.9448221104131,99.9448221104131,99.9448221104131
rsm,c45,wedm_r,fusion,red,1,99.9462256299749,99.9462256299749,99.9462256299749,99.9462256299749
rsm,c45,wedm_r,int,blue,1,99.8541033230003,99.8541033230003,99.8541033230003,99.8541033230003
rsm,c45,wedm_r,int,green,1,99.9427995358651,99.9427995358651,99.9427995358651,99.9427995358651
rsm,c45,wedm_r,int,red,1,99.9379707111091,99.9379707111091,99.9379707111091,99.9379707111091
rsm,c45,wedm_r,int,white,1,99.9432795772618,99.9432795772618,99.9432795772618,99.9432795772618
rsm,ellor,gla,FV,blue,1,99.9062919918309,99.9062919918309,99.9062919918309,99.9062919918309
rsm,ellor,gla,FV,green,1,99.9031291470249,99.9031291470249,99.9031291470249,99.9031291470249
rsm,ellor,gla,FV,red,1,99.9045526642662,99.9045526642662,99.9045526642662,99.9045526642662
rsm,ellor,gla,conf,blue,1,99.9287807468807,99.9287807468807,99.9287807468807,99.9287807468807
rsm,ellor,gla,conf,green,1,99.9321436689779,99.9321436689779,99.9321436689779,99.9321436689779
rsm,ellor,gla,conf,red,1,99.9372304607103,99.9372304607103,99.9372304607103,99.9372304607103
rsm,ellor,gla,fusion,blue,1,99.9454188910632,99.9454188910632,99.9454188910632,99.9454188910632
rsm,ellor,gla,fusion,green,1,99.947945654279,99.947945654279,99.947945654279,99.947945654279
rsm,ellor,gla,fusion,red,1,99.9542936833212,99.9542936833212,99.9542936833212,99.9542936833212
rsm,ellor,gla,int,blue,1,99.86651704158,99.86651704158,99.86651704158,99.86651704158
rsm,ellor,gla,int,green,1,99.9258236038186,99.9258236038186,99.9258236038186,99.9258236038186
rsm,ellor,gla,int,red,1,99.9208491681683,99.9208491681683,99.9208491681683,99.9208491681683
rsm,ellor,gla,int,white,1,99.927082587611,99.927082587611,99.927082587611,99.927082587611
rsm,ellor,gri,FV,blue,1,99.8118872522512,99.8118872522512,99.8118872522512,99.8118872522512
rsm,ellor,gri,FV,green,1,99.7884791320496,99.7884791320496,99.7884791320496,99.7884791320496
rsm,ellor,gri,FV,red,1,99.803646390185,99.803646390185,99.803646390185,99.803646390185
rsm,ellor,gri,conf,blue,1,99.8525531774313,99.8525531774313,99.8525531774313,99.8525531774313
rsm,ellor,gri,conf,green,1,99.8655350514946,99.8655350514946,99.8655350514946,99.8655350514946
rsm,ellor,gri,conf,red,1,99.8836352372901,99.8836352372901,99.8836352372901,99.8836352372901
rsm,ellor,gri,fusion,blue,1,99.8967836735152,99.8967836735152,99.8967836735152,99.8967836735152
rsm,ellor,gri,fusion,green,1,99.9027711169983,99.9027711169983,99.9027711169983,99.9027711169983
rsm,ellor,gri,fusion,red,1,99.9215542539101,99.9215542539101,99.9215542539101,99.9215542539101
rsm,ellor,gri,int,blue,1,99.691585640179,99.691585640179,99.691585640179,99.691585640179
rsm,ellor,gri,int,green,1,99.8132798793732,99.8132798793732,99.8132798793732,99.8132798793732
rsm,ellor,gri,int,red,1,99.8390352621101,99.8390352621101,99.8390352621101,99.8390352621101
rsm,ellor,gri,int,white,1,99.8467318928809,99.8467318928809,99.8467318928809,99.8467318928809
rsm,ellor,hon,FV,blue,1,99.9329947748946,99.9329947748946,99.9329947748946,99.9329947748946
rsm,ellor,hon,FV,green,1,99.935842593437,99.935842593437,99.935842593437,99.935842593437
rsm,ellor,hon,FV,red,1,99.9371414820674,99.9371414820674,99.9371414820674,99.9371414820674
rsm,ellor,hon,conf,blue,1,99.9683421564385,99.9683421564385,99.9683421564385,99.9683421564385
rsm,ellor,hon,conf,green,1,99.9656186528011,99.9656186528011,99.9656186528011,99.9656186528011
rsm,ellor,hon,conf,red,1,99.9644814558546,99.9644814558546,99.9644814558546,99.9644814558546
rsm,ellor,hon,fusion,blue,1,99.9734455770649,99.9734455770649,99.9734455770649,99.9734455770649
rsm,ellor,hon,fusion,green,1,99.9722139284059,99.9722139284059,99.9722139284059,99.9722139284059
rsm,ellor,hon,fusion,red,1,99.9708936659972,99.9708936659972,99.9708936659972,99.9708936659972
rsm,ellor,hon,int,blue,1,99.9520804555361,99.9520804555361,99.9520804555361,99.9520804555361
rsm,ellor,hon,int,green,1,99.9353029463255,99.9353029463255,99.9353029463255,99.9353029463255
rsm,ellor,hon,int,red,1,99.9481625899925,99.9481625899925,99.9481625899925,99.9481625899925
rsm,ellor,hon,int,white,1,99.9371935300635,99.9371935300635,99.9371935300635,99.9371935300635
rsm,ellor,mf,FV,blue,1,99.9508606093561,99.9508606093561,99.9508606093561,99.9508606093561
rsm,ellor,mf,FV,green,1,99.9482772564292,99.9482772564292,99.9482772564292,99.9482772564292
rsm,ellor,mf,FV,red,1,99.9567924719709,99.9567924719709,99.9567924719709,99.9567924719709
rsm,ellor,mf,conf,blue,1,99.9736388200423,99.9736388200423,99.9736388200423,99.9736388200423
rsm,ellor,mf,conf,green,1,99.9727635684283,99.9727635684283,99.9727635684283,99.9727635684283
rsm,ellor,mf,conf,red,1,99.9748296513259,99.9748296513259,99.9748296513259,99.9748296513259
rsm,ellor,mf,fusion,blue,1,99.9822295446199,99.9822295446199,99.9822295446199,99.9822295446199
rsm,ellor,mf,fusion,green,1,99.9825443319011,99.9825443319011,99.9825443319011,99.9825443319011
rsm,ellor,mf,fusion,red,1,99.9786495450877,99.9786495450877,99.9786495450877,99.9786495450877
rsm,ellor,mf,int,blue,1,99.9758791222786,99.9758791222786,99.9758791222786,99.9758791222786
rsm,ellor,mf,int,green,1,99.9252720992487,99.9252720992487,99.9252720992487,99.9252720992487
rsm,ellor,mf,int,red,1,99.9462219359469,99.9462219359469,99.9462219359469,99.9462219359469
rsm,ellor,mf,int,white,1,99.9245130249369,99.9245130249369,99.9245130249369,99.9245130249369
rsm,ellor,mr,FV,blue,1,99.934163888145,99.934163888145,99.934163888145,99.934163888145
rsm,ellor,mr,FV,green,1,99.9294586537775,99.9294586537775,99.9294586537775,99.9294586537775
rsm,ellor,mr,FV,red,1,99.9405310048223,99.9405310048223,99.9405310048223,99.9405310048223
rsm,ellor,mr,conf,blue,1,99.9607514955596,99.9607514955596,99.9607514955596,99.9607514955596
rsm,ellor,mr,conf,green,1,99.9642349666901,99.9642349666901,99.9642349666901,99.9642349666901
rsm,ellor,mr,conf,red,1,99.9682323450062,99.9682323450062,99.9682323450062,99.9682323450062
rsm,ellor,mr,fusion,blue,1,99.9752092568427,99.9752092568427,99.9752092568427,99.9752092568427
rsm,ellor,mr,fusion,green,1,99.9767772439501,99.9767772439501,99.9767772439501,99.9767772439501
rsm,ellor,mr,fusion,red,1,99.9792284494824,99.9792284494824,99.9792284494824,99.9792284494824
rsm,ellor,mr,int,blue,1,99.9604000938552,99.9604000938552,99.9604000938552,99.9604000938552
rsm,ellor,mr,int,green,1,99.9280177766656,99.9280177766656,99.9280177766656,99.9280177766656
rsm,ellor,mr,int,red,1,99.9331313312971,99.9331313312971,99.9331313312971,99.9331313312971
rsm,ellor,mr,int,white,1,99.9273134917115,99.9273134917115,99.9273134917115,99.9273134917115
rsm,ellor,tf,FV,blue,1,99.9361391009142,99.9361391009142,99.9361391009142,99.9361391009142
rsm,ellor,tf,FV,green,1,99.9292172535866,99.9292172535866,99.9292172535866,99.9292172535866
rsm,ellor,tf,FV,red,1,99.9362845822278,99.9362845822278,99.9362845822278,99.9362845822278
rsm,ellor,tf,conf,blue,1,99.9637034285793,99.9637034285793,99.9637034285793,99.9637034285793
rsm,ellor,tf,conf,green,1,99.9654526203256,99.9654526203256,99.9654526203256,99.9654526203256
rsm,ellor,tf,conf,red,1,99.96836800112,99.96836800112,99.96836800112,99.96836800112
rsm,ellor,tf,fusion,blue,1,99.9739544309765,99.9739544309765,99.9739544309765,99.9739544309765
rsm,ellor,tf,fusion,green,1,99.9754223380022,99.9754223380022,99.9754223380022,99.9754223380022
rsm,ellor,tf,fusion,red,1,99.9769200262873,99.9769200262873,99.9769200262873,99.9769200262873
rsm,ellor,tf,int,blue,1,99.9427505469293,99.9427505469293,99.9427505469293,99.9427505469293
rsm,ellor,tf,int,green,1,99.9367007223308,99.9367007223308,99.9367007223308,99.9367007223308
rsm,ellor,tf,int,red,1,99.9371902045311,99.9371902045311,99.9371902045311,99.9371902045311
rsm,ellor,tf,int,white,1,99.9353270170152,99.9353270170152,99.9353270170152,99.9353270170152
rsm,ellor,tr,FV,blue,1,99.9214312231949,99.9214312231949,99.9214312231949,99.9214312231949
rsm,ellor,tr,FV,green,1,99.916346441673,99.916346441673,99.916346441673,99.916346441673
rsm,ellor,tr,FV,red,1,99.9191614767815,99.9191614767815,99.9191614767815,99.9191614767815
rsm,ellor,tr,conf,blue,1,99.9382703672983,99.9382703672983,99.9382703672983,99.9382703672983
rsm,ellor,tr,conf,green,1,99.9417344927138,99.9417344927138,99.9417344927138,99.9417344927138
rsm,ellor,tr,conf,red,1,99.9470815249972,99.9470815249972,99.9470815249972,99.9470815249972
rsm,ellor,tr,fusion,blue,1,99.952389041806,99.952389041806,99.952389041806,99.952389041806
rsm,ellor,tr,fusion,green,1,99.955321863012,99.955321863012,99.955321863012,99.955321863012
rsm,ellor,tr,fusion,red,1,99.9617383901066,99.9617383901066,99.9617383901066,99.9617383901066
rsm,ellor,tr,int,blue,1,99.9029506385407,99.9029506385407,99.9029506385407,99.9029506385407
rsm,ellor,tr,int,green,1,99.9411052147668,99.9411052147668,99.9411052147668,99.9411052147668
rsm,ellor,tr,int,red,1,99.9359218252079,99.9359218252079,99.9359218252079,99.9359218252079
rsm,ellor,tr,int,white,1,99.9418870245432,99.9418870245432,99.9418870245432,99.9418870245432
rsm,ellor,wedm_f,FV,blue,1,99.9314224115862,99.9314224115862,99.9314224115862,99.9314224115862
rsm,ellor,wedm_f,FV,green,1,99.9247588878783,99.9247588878783,99.9247588878783,99.9247588878783
rsm,ellor,wedm_f,FV,red,1,99.9294488752844,99.9294488752844,99.9294488752844,99.9294488752844
rsm,ellor,wedm_f,conf,blue,1,99.956083738772,99.956083738772,99.956083738772,99.956083738772
rsm,ellor,wedm_f,conf,green,1,99.9620036911108,99.9620036911108,99.9620036911108,99.9620036911108
rsm,ellor,wedm_f,conf,red,1,99.9667469769479,99.9667469769479,99.9667469769479,99.9667469769479
rsm,ellor,wedm_f,fusion,blue,1,99.9709999008605,99.9709999008605,99.9709999008605,99.9709999008605
rsm,ellor,wedm_f,fusion,green,1,99.9733260466486,99.9733260466486,99.9733260466486,99.9733260466486
rsm,ellor,wedm_f,fusion,red,1,99.9765698195849,99.9765698195849,99.9765698195849,99.9765698195849
rsm,ellor,wedm_f,int,green,1,99.9397897356306,99.9397897356306,99.9397897356306,99.9397897356306
rsm,ellor,wedm_f,int,red,1,99.9457809318397,99.9457809318397,99.9457809318397,99.9457809318397
rsm,ellor,wedm_f,int,white,1,99.9456549946831,99.9456549946831,99.9456549946831,99.9456549946831
rsm,ellor,wedm_r,FV,blue,1,99.9380461443413,99.9380461443413,99.9380461443413,99.9380461443413
rsm,ellor,wedm_r,FV,green,1,99.9312780110133,99.9312780110133,99.9312780110133,99.9312780110133
rsm,ellor,wedm_r,FV,red,1,99.9366852315351,99.9366852315351,99.9366852315351,99.9366852315351
rsm,ellor,wedm_r,conf,blue,1,99.9589558275288,99.9589558275288,99.9589558275288,99.9589558275288
rsm,ellor,wedm_r,conf,green,1,99.9630149911519,99.9630149911519,99.9630149911519,99.9630149911519
rsm,ellor,wedm_r,conf,red,1,99.967741782619,99.967741782619,99.967741782619,99.967741782619
rsm,ellor,wedm_r,fusion,blue,1,99.9727151923206,99.9727151923206,99.9727151923206,99.9727151923206
rsm,ellor,wedm_r,fusion,green,1,99.974898509834,99.974898509834,99.974898509834,99.974898509834
rsm,ellor,wedm_r,fusion,red,1,99.9784638796821,99.9784638796821,99.9784638796821,99.9784638796821
rsm,ellor,wedm_r,int,blue,1,99.8725395416752,99.8725395416752,99.8725395416752,99.8725395416752
rsm,ellor,wedm_r,int,green,1,99.936633220436,99.936633220436,99.936633220436,99.936633220436
rsm,ellor,wedm_r,int,red,1,99.9513650484788,99.9513650484788,99.9513650484788,99.9513650484788
rsm,ellor,wedm_r,int,white,1,99.950653576827,99.950653576827,99.950653576827,99.950653576827
rsm,mo58a,b,FV,blue,2,99.94999397770181,99.94999397770181,99.93546819527535,99.96451976012825
rsm,mo58a,b,FV,green,1,99.9805764913636,99.9805764913636,99.9805764913636,99.9805764913636
rsm,mo58a,b,FV,red,1,99.9785621112846,99.9785621112846,99.9785621112846,99.9785621112846
rsm,mo58a,b,conf,blue,1,99.9910932617361,99.9910932617361,99.9910932617361,99.9910932617361
rsm,mo58a,b,conf,green,1,99.990159804697,99.990159804697,99.990159804697,99.990159804697
rsm,mo58a,b,conf,red,1,99.9904342410637,99.9904342410637,99.9904342410637,99.9904342410637
rsm,mo58a,b,fusion,blue,1,99.9926028159181,99.9926028159181,99.9926028159181,99.9926028159181
rsm,mo58a,b,fusion,green,1,99.9918838082581,99.9918838082581,99.9918838082581,99.9918838082581
rsm,mo58a,b,fusion,red,1,99.9917761918817,99.9917761918817,99.9917761918817,99.9917761918817
rsm,mo58a,b,int,blue,1,99.9689763159208,99.9689763159208,99.9689763159208,99.9689763159208
rsm,mo58a,b,int,green,1,99.9832908389769,99.9832908389769,99.9832908389769,99.9832908389769
rsm,mo58a,b,int,red,1,99.9779839747745,99.9779839747745,99.9779839747745,99.9779839747745
rsm,mo58a,gla,FV,blue,1,99.9228070892135,99.9228070892135,99.9228070892135,99.9228070892135
rsm,mo58a,gla,FV,green,1,99.9155080579772,99.9155080579772,99.9155080579772,99.9155080579772
rsm,mo58a,gla,FV,red,1,99.919222315605,99.919222315605,99.919222315605,99.919222315605
rsm,mo58a,gla,conf,blue,1,99.9540789493731,99.9540789493731,99.9540789493731,99.9540789493731
rsm,mo58a,gla,conf,green,1,99.9599255930947,99.9599255930947,99.9599255930947,99.9599255930947
rsm,mo58a,gla,conf,red,1,99.9596707655344,99.9596707655344,99.9596707655344,99.9596707655344
rsm,mo58a,gla,fusion,blue,1,99.958251523301,99.958251523301,99.958251523301,99.958251523301
rsm,mo58a,gla,fusion,green,1,99.9657038908802,99.9657038908802,99.9657038908802,99.9657038908802
rsm,mo58a,gla,fusion,red,1,99.9639338844289,99.9639338844289,99.9639338844289,99.9639338844289
rsm,mo58a,gla,int,blue,1,99.9219113064219,99.9219113064219,99.9219113064219,99.9219113064219
rsm,mo58a,gla,int,green,1,99.924700558442,99.924700558442,99.924700558442,99.924700558442
rsm,mo58a,gla,int,red,1,99.9244694072616,99.9244694072616,99.9244694072616,99.9244694072616
rsm,mo58a,gla,int,white,1,99.9240136339697,99.9240136339697,99.9240136339697,99.9240136339697
rsm,mo58a,gri,FV,blue,1,99.8975494597259,99.8975494597259,99.8975494597259,99.8975494597259
rsm,mo58a,gri,FV,green,1,99.8953748121885,99.8953748121885,99.8953748121885,99.8953748121885
rsm,mo58a,gri,FV,red,1,99.8979025070455,99.8979025070455,99.8979025070455,99.8979025070455
rsm,mo58a,gri,conf,blue,1,99.9461474273068,99.9461474273068,99.9461474273068,99.9461474273068
rsm,mo58a,gri,conf,green,1,99.9486855828312,99.9486855828312,99.9486855828312,99.9486855828312
rsm,mo58a,gri,conf,red,1,99.9495336965617,99.9495336965617,99.9495336965617,99.9495336965617
rsm,mo58a,gri,fusion,blue,1,99.9553589225372,99.9553589225372,99.9553589225372,99.9553589225372
rsm,mo58a,gri,fusion,green,1,99.9594991562849,99.9594991562849,99.9594991562849,99.9594991562849
rsm,mo58a,gri,fusion,red,1,99.960474512564,99.960474512564,99.960474512564,99.960474512564
rsm,mo58a,gri,int,blue,1,99.8955706478919,99.8955706478919,99.8955706478919,99.8955706478919
rsm,mo58a,gri,int,green,1,99.9271930464966,99.9271930464966,99.9271930464966,99.9271930464966
rsm,mo58a,gri,int,red,1,99.9247801031382,99.9247801031382,99.9247801031382,99.9247801031382
rsm,mo58a,gri,int,white,1,99.9277922389923,99.9277922389923,99.9277922389923,99.9277922389923
rsm,mo58a,hon,FV,blue,1,99.898580798818,99.898580798818,99.898580798818,99.898580798818
rsm,mo58a,hon,FV,green,1,99.8971246248838,99.8971246248838,99.8971246248838,99.8971246248838
rsm,mo58a,hon,FV,red,1,99.8998016629186,99.8998016629186,99.8998016629186,99.8998016629186
rsm,mo58a,hon,conf,blue,1,99.9497285140135,99.9497285140135,99.9497285140135,99.9497285140135
