"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,61681.3938250819,20560.4646083606,20.8276324776395,0.00142193110109624
"color",3,9795.45941620605,3265.15313873535,3.30758136317297,0.0990106550812911
"Residuals",6,5923.03459275103,987.172432125171,NA,NA
