"system","n","mean","sd","se"
"fusion",3,57.7858241866438,2.97308999872855,1.71651431109091
"conf",2,61.7175008627865,1.96730937248515,1.3910977979761
"FV",3,68.6501921342223,1.31404133215466,0.758662116845785
"int",4,66.7735682139538,1.72894656792026,0.864473283960132
