"system","n","mean","sd","se"
"fusion",3,39.7155612859847,5.69659772112676,3.28893222775754
"conf",3,31.2014113296137,4.89799413322361,2.82785823130586
"FV",3,13.7383781682796,4.79214022882499,2.76674345110654
"int",3,20.8842592809604,5.25346658794023,3.033090348726
