"color","n","mean","sd","se"
"blue",3,6.70071736903783,3.50030840678502,2.02090400090404
"green",4,5.42138275619988,4.21151268089636,2.10575634044818
"red",4,5.59729312313177,3.91377435798021,1.95688717899011
"white",1,10.3357270203197,NA,NA
