"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,1285.71255308866,428.570851029554,12.5433268400198,0.00918602893176637
"color",3,77.34754466795,25.7825148893167,0.75459754259413,0.565328581567364
"Residuals",5,170.836197005641,34.1672394011282,NA,NA
