"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,223.886447033882,74.6288156779606,0.746782156760105,0.562492664060464
"color",3,339.173641763315,113.057880587772,1.13132718423932,0.408668689351908
"Residuals",6,599.603097120604,99.9338495201007,NA,NA
