"system","n","mean","sd","se"
"fusion",3,506.66331847615,64.1987169216368,37.0651464963356
"conf",3,359.114894385286,76.3170945080381,44.0616950579859
"FV",3,303.32029140554,74.4107931870368,42.9610914771493
"int",4,160.201603033908,177.52500525402,88.7625026270102
