"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,-0.00955923143246083,0.0191243207967878,-0.0470429001941649,0.0279244373292432,0.70491077016134
"fusion",3,-0.0017845259300383,0.00703294987287389,-0.0155691076808711,0.0120000558207945,0.841804073299016
"FV",3,0.0070275727983615,0.00287053388375806,0.0014013263861957,0.0126538192105273,0.246871228413098
"int",3,-0.0150137663648557,0.0136931123067238,-0.0418522664860343,0.011824733756323,0.470733073708567
