"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,3132.61161556011,1044.20387185337,5.54430851797528,0.0364607589685895
"color",3,1087.08216727705,362.360722425685,1.923991754942,0.226952066478385
"Residuals",6,1130.02788549873,188.337980916456,NA,NA
