"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,-1.83637216346036e-05,3.44629644165837e-06,-2.5118462660254e-05,-1.16089806089532e-05,0.118099939463942
"fusion",3,-2.11867147228317e-05,4.23036804207791e-06,-2.94782360853044e-05,-1.2895193360359e-05,0.125464382163658
"FV",3,-2.59512710677451e-05,2.02466709263672e-05,-6.56347460834248e-05,1.37322039479347e-05,0.421785041887874
"int",3,-2.50113655474059e-05,4.89795865067101e-05,-0.000121011355100558,7.09886240057459e-05,0.699432523717677
