"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,19202.5543880883,6400.8514626961,13.6084628900613,0.00437498899723276
"color",3,1182.29682098245,394.098940327482,0.83786990460798,0.520581004771962
"Residuals",6,2822.14891471873,470.358152453121,NA,NA
