"system","n","mean","sd","se"
"fusion",3,59.507310384201,50.2509135572198,29.0123784692855
"conf",3,47.9292460143331,30.9114803956008,17.8467515274499
"FV",3,18.2737822150219,17.7645476882456,10.2563663898406
"int",4,22.7925546874262,14.7693977348149,7.38469886740746
