"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,1.74542059223633,0.000898396393324674,3.14110485547188,4.76295022857386,4.92497541482992,1.64499562713061,1.55844616541978,0.556638766163161,5.93329581269224,1.96074343173375,5.92036538772277
"conf_red",1.74542059223633,0,1.744522195843,1.39568426323555,3.01752963633753,3.17955482259359,3.39041621936694,3.30386675765611,2.30205935839949,7.67871640492856,3.70616402397008,7.6657859799591
"fusion_blue",0.000898396393324674,1.744522195843,0,3.14020645907856,4.76205183218053,4.92407701843659,1.64589402352394,1.55934456181311,0.557537162556486,5.93419420908556,1.96164182812707,5.92126378411609
"fusion_green",3.14110485547188,1.39568426323555,3.14020645907856,0,1.62184537310198,1.78387055935804,4.78610048260249,4.69955102089166,3.69774362163504,9.07440066816412,5.10184828720563,9.06147024319465
"fusion_red",4.76295022857386,3.01752963633753,4.76205183218053,1.62184537310198,0,0.162025186256059,6.40794585570447,6.32139639399364,5.31958899473702,10.6962460412661,6.7236936603076,10.6833156162966
"FV_blue",4.92497541482992,3.17955482259359,4.92407701843659,1.78387055935804,0.162025186256059,0,6.56997104196053,6.4834215802497,5.48161418099308,10.8582712275222,6.88571884656366,10.8453408025527
"FV_green",1.64499562713061,3.39041621936694,1.64589402352394,4.78610048260249,6.40794585570447,6.56997104196053,0,0.0865494617108311,1.08835686096745,4.28830018556162,0.315747804603134,4.27536976059216
"FV_red",1.55844616541978,3.30386675765611,1.55934456181311,4.69955102089166,6.32139639399364,6.4834215802497,0.0865494617108311,0,1.00180739925662,4.37484964727246,0.402297266313965,4.36191922230299
"int_blue",0.556638766163161,2.30205935839949,0.557537162556486,3.69774362163504,5.31958899473702,5.48161418099308,1.08835686096745,1.00180739925662,0,5.37665704652908,1.40410466557059,5.36372662155961
"int_green",5.93329581269224,7.67871640492856,5.93419420908556,9.07440066816412,10.6962460412661,10.8582712275222,4.28830018556162,4.37484964727246,5.37665704652908,0,3.97255238095849,0.0129304249694684
"int_red",1.96074343173375,3.70616402397008,1.96164182812707,5.10184828720563,6.7236936603076,6.88571884656366,0.315747804603134,0.402297266313965,1.40410466557059,3.97255238095849,0,3.95962195598902
"int_white",5.92036538772277,7.6657859799591,5.92126378411609,9.06147024319465,10.6833156162966,10.8453408025527,4.27536976059216,4.36191922230299,5.36372662155961,0.0129304249694684,3.95962195598902,0
