"system","n","mean","sd","se"
"fusion",3,46.9936504733197,4.64783765186253,2.68343031945251
"conf",2,53.2611896163947,2.86431764625101,2.02537843113638
"FV",3,62.8671707751838,2.04222033347242,1.17907645927483
"int",4,62.7765680190532,3.70189981129756,1.85094990564878
