"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,-0.103470877256047,0.0868066083523676,-0.273611829626687,0.0666700751145939,0.444387514559514
"fusion",3,-0.217359178931223,0.0908750804297331,-0.3954743365735,-0.0392440212889462,0.252101980376488
"FV",4,0.442255698594681,0.132039994024296,0.18345731030706,0.701054086882302,0.0787523543348715
"int",3,-0.0203089663516891,0.0230740585142375,-0.0655341210395946,0.0249161883362165,0.540521251371182
