"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,0.0164061036984101,0.00879735127903817,-0.00083670480850475,0.0336489122053249,0.313347668944522
"fusion",3,0.0745416766367206,0.00509767244748549,0.0645502386396491,0.0845331146337922,0.0434687577815115
"FV",3,-0.0240238907771522,0.0175905179012167,-0.0585013058635369,0.0104535243092325,0.40235486330546
"int",3,-0.259840021821434,0.162218148147997,-0.577787592191507,0.0581075485486401,0.355294852070963
