"system","n","mean","sd","se"
"fusion",3,89.1969906890848,14.576002394834,8.41545890636602
"conf",3,56.275090293879,16.6309784781628,9.60189990125419
"FV",3,108.08696618842,27.0204348575553,15.6002553386303
"int",4,5.61862270722228,1.21448607609535,0.607243038047674
