"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,118.485839714928,39.4952799049759,5.14519673059692,0.0426166007443338
"color",3,2.86490007905467,0.954966693018223,0.124407056199323,0.942266163864041
"Residuals",6,46.0568743699647,7.67614572832745,NA,NA
