"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,-0.0887874336113118,0.0109653754267475,-0.110279569447737,-0.0672952977748867,0.0782273365407962
"fusion",3,0.0303273729060763,0.0333924076154776,-0.0351217460202598,0.0957764918324124,0.530598957467969
"FV",3,0.0733040154389451,0.0923839617555357,-0.107768549601905,0.254376580479795,0.572989016081956
"int",3,0.0936823782375267,0.309163934083263,-0.512278932565668,0.699643689040722,0.812691365364164
