"system","n","mean","sd","se"
"fusion",3,50.4980087486314,1.70345323689452,0.98348918487299
"conf",3,56.3062933142394,2.20245210524245,1.27158631583899
"FV",3,57.7455622634237,3.25318475382348,1.87822709334357
"int",4,56.579857937847,1.46697155406255,0.733485777031273
