"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,13065.1356560779,4355.04521869264,0.142103225913221,0.931057620910351
"color",3,165037.849286945,55012.6164289818,1.79503767881238,0.24814477990253
"Residuals",6,183882.323179017,30647.0538631695,NA,NA
