"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,-0.071681722816489,0.00310197607509242,-0.0777615959236701,-0.0656018497093078,0.0275320947748933
"fusion",3,-0.083620515740323,0.008944027258168,-0.101150809166332,-0.0660902223143137,0.0678347741863475
"FV",3,0.11502171903063,0.101702755682598,-0.0843156821072621,0.314359120168521,0.460925202903638
"int",3,-0.0644430444606394,0.243559573816989,-0.541819809141938,0.412933720220659,0.835331213927945
