"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.000815043985903442,0.000271681328634481,32.2727740407643,0.000425074159293262
"color",3,2.77083487074934e-05,9.23611623583112e-06,1.09714971504075,0.420079780284531
"Residuals",6,5.05096949443482e-05,8.4182824907247e-06,NA,NA
