"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_blue","int_green","int_red","int_white"
"conf_green",0,0.00134191355431312,0.00408255450609829,0.00429835741466889,0.00503692508286235,0.020883678544223,0.0177368990032392,0.0190367073330719,0.0051934591117373,0.00511353863626596,0.0230478420956786,0.011880745438603,0.0258551194474563
"conf_red",0.00134191355431312,0,0.00274064095178517,0.00295644386035576,0.00369501152854923,0.0222255920985361,0.0190788125575523,0.0203786208873851,0.00653537266605042,0.00645545219057908,0.0243897556499917,0.0132226589929161,0.0271970330017695
"fusion_blue",0.00408255450609829,0.00274064095178517,0,0.000215802908570595,0.000954370576764063,0.0249662330503213,0.0218194535093374,0.0231192618391702,0.00927601361783559,0.00919609314236425,0.0271303966017769,0.0159632999447012,0.0299376739535546
"fusion_green",0.00429835741466889,0.00295644386035576,0.000215802908570595,0,0.000738567668193468,0.0251820359588919,0.022035256417908,0.0233350647477408,0.00949181652640618,0.00941189605093484,0.0273461995103474,0.0161791028532718,0.0301534768621252
"fusion_red",0.00503692508286235,0.00369501152854923,0.000954370576764063,0.000738567668193468,0,0.0259206036270854,0.0227738240861015,0.0240736324159343,0.0102303841945997,0.0101504637191283,0.0280847671785409,0.0169176705214653,0.0308920445303187
"FV_blue",0.020883678544223,0.0222255920985361,0.0249662330503213,0.0251820359588919,0.0259206036270854,0,0.00314677954098386,0.00184697121115107,0.0156902194324857,0.0157701399079571,0.00216416355145554,0.00900293310562006,0.00497144090323332
"FV_green",0.0177368990032392,0.0190788125575523,0.0218194535093374,0.022035256417908,0.0227738240861015,0.00314677954098386,0,0.00129980832983279,0.0125434398915019,0.0126233603669732,0.0053109430924394,0.0058561535646362,0.00811822044421717
"FV_red",0.0190367073330719,0.0203786208873851,0.0231192618391702,0.0233350647477408,0.0240736324159343,0.00184697121115107,0.00129980832983279,0,0.0138432482213346,0.013923168696806,0.00401113476260662,0.00715596189446899,0.00681841211438439
"int_blue",0.0051934591117373,0.00653537266605042,0.00927601361783559,0.00949181652640618,0.0102303841945997,0.0156902194324857,0.0125434398915019,0.0138432482213346,0,7.99204754713401e-05,0.0178543829839413,0.00668728632686566,0.020661660335719
"int_blue",0.00511353863626596,0.00645545219057908,0.00919609314236425,0.00941189605093484,0.0101504637191283,0.0157701399079571,0.0126233603669732,0.013923168696806,7.99204754713401e-05,0,0.0179343034594126,0.006767206802337,0.0207415808111904
"int_green",0.0230478420956786,0.0243897556499917,0.0271303966017769,0.0273461995103474,0.0280847671785409,0.00216416355145554,0.0053109430924394,0.00401113476260662,0.0178543829839413,0.0179343034594126,0,0.0111670966570756,0.00280727735177777
"int_red",0.011880745438603,0.0132226589929161,0.0159632999447012,0.0161791028532718,0.0169176705214653,0.00900293310562006,0.0058561535646362,0.00715596189446899,0.00668728632686566,0.006767206802337,0.0111670966570756,0,0.0139743740088534
"int_white",0.0258551194474563,0.0271970330017695,0.0299376739535546,0.0301534768621252,0.0308920445303187,0.00497144090323332,0.00811822044421717,0.00681841211438439,0.020661660335719,0.0207415808111904,0.00280727735177777,0.0139743740088534,0
