"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,363450.939914612,121150.313304871,6.3696712791531,0.0270307273972814
"color",3,214394.216741543,71464.7389138477,3.75737282483288,0.0787750236851614
"Residuals",6,114119.214002182,19019.8690003636,NA,NA
