"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,81724.5425098665,27241.5141699555,113.34331185963,1.13296820417167e-05
"color",3,3798.79278186086,1266.26426062029,5.26852450611865,0.0405760554613152
"Residuals",6,1442.0708406876,240.345140114599,NA,NA
