"color","n","mean","sd","se"
"blue",4,17.895362909602,18.780590263392,9.39029513169598
"green",4,12.2284607713349,7.82268900395931,3.91134450197965
"red",4,17.3294753537526,8.74959782021368,4.37479891010684
"white",1,5.90024147272108,NA,NA
