"system","n","mean","sd","se"
"fusion",3,41.2655864931028,2.91235644599292,1.68144977807015
"conf",3,52.0890472121298,3.08668594413919,1.7820989607526
"FV",3,44.3876156530646,23.5103173483695,13.5736880498147
"int",4,63.6877199399245,5.71208426826546,2.85604213413273
