"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,0.261024219211041,0.0333479987320061,0.195662141696309,0.326386296725773,0.0808952021769444
"fusion",3,0.263622039558926,0.0738945351233086,0.118788750717241,0.408455328400611,0.17398268596457
"FV",3,-0.374541935624468,0.391223896305705,-1.14134077238365,0.392256901134713,0.513866362341135
"int",3,-0.0466770913364123,0.0482996522430154,-0.141344409732722,0.0479902270598978,0.510874808322985
