"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_blue",0,1.84256143907798,0.568531115169332,0.846543427490545,4.47761874271967,15.3080538486368,19.3946208266717,24.2466681836626,25.096462766446,63.2531232039888,4.64670154413615,1.19555397982888,4.80436481047517
"conf_green",1.84256143907798,0,2.41109255424731,0.996018011587431,6.32018018179765,17.1506152877148,21.2371822657497,26.0892296227406,26.939024205524,65.0956846430667,6.48926298321412,0.6470074592491,6.64692624955314
"conf_red",0.568531115169332,2.41109255424731,0,1.41507454265988,3.90908762755034,14.7395227334675,18.8260897115024,23.6781370684933,24.5279316512767,62.6845920888194,4.07817042896682,1.76408509499821,4.23583369530584
"fusion_blue",0.846543427490545,0.996018011587431,1.41507454265988,0,5.32416217021022,16.1545972761274,20.2411642541623,25.0932116111532,25.9430061939366,64.0996666314793,5.49324497162669,0.349010552338331,5.65090823796571
"fusion_green",4.47761874271967,6.32018018179765,3.90908762755034,5.32416217021022,0,10.8304351059172,14.917002083952,19.769049440943,20.6188440237264,58.7755044612691,0.169082801416477,5.67317272254855,0.326746067755495
"fusion_red",15.3080538486368,17.1506152877148,14.7395227334675,16.1545972761274,10.8304351059172,0,4.08656697803486,8.9386143350258,9.78840891780919,47.9450693553519,10.6613523045007,16.5036078284657,10.5036890381617
"FV_blue",19.3946208266717,21.2371822657497,18.8260897115024,20.2411642541623,14.917002083952,4.08656697803486,0,4.85204735699093,5.70184193977433,43.8585023773171,14.7479192825356,20.5901748065006,14.5902560161965
"FV_green",24.2466681836626,26.0892296227406,23.6781370684933,25.0932116111532,19.769049440943,8.9386143350258,4.85204735699093,0,0.849794582783396,39.0064550203261,19.5999666395265,25.4422221634915,19.4423033731875
"FV_red",25.096462766446,26.939024205524,24.5279316512767,25.9430061939366,20.6188440237264,9.78840891780919,5.70184193977433,0.849794582783396,0,38.1566604375427,20.4497612223099,26.2920167462749,20.2920979559709
"int_blue",63.2531232039888,65.0956846430667,62.6845920888194,64.0996666314793,58.7755044612691,47.9450693553519,43.8585023773171,39.0064550203261,38.1566604375427,0,58.6064216598526,64.4486771838177,58.4487583935136
"int_green",4.64670154413615,6.48926298321412,4.07817042896682,5.49324497162669,0.169082801416477,10.6613523045007,14.7479192825356,19.5999666395265,20.4497612223099,58.6064216598526,0,5.84225552396502,0.157663266339019
"int_red",1.19555397982888,0.6470074592491,1.76408509499821,0.349010552338331,5.67317272254855,16.5036078284657,20.5901748065006,25.4422221634915,26.2920167462749,64.4486771838177,5.84225552396502,0,5.99991879030404
"int_white",4.80436481047517,6.64692624955314,4.23583369530584,5.65090823796571,0.326746067755495,10.5036890381617,14.5902560161965,19.4423033731875,20.2920979559709,58.4487583935136,0.157663266339019,5.99991879030404,0
