"system","n","mean","sd","se"
"fusion",3,39.0967973515204,4.42174452829437,2.55289539369851
"conf",2,42.4010867639865,2.90801952218071,2.05628032395684
"FV",3,49.3648178854142,2.29865984434165,1.32713187990604
"int",4,48.5887623557288,3.77763842786795,1.88881921393397
