"color","n","mean","sd","se"
"blue",4,39.2118120959658,34.2062108867421,17.1031054433711
"green",4,49.0974105413785,41.3233483818325,20.6616741909163
"red",4,64.9125796255209,64.6557169287293,32.3278584643647
"white",1,22.8845403141125,NA,NA
