"color","n","mean","sd","se"
"blue",4,99.935841448831,0.0311346038302472,0.0155673019151236
"green",4,99.9389423115797,0.0293744429246751,0.0146872214623375
"red",4,99.9383005352935,0.0287513410612028,0.0143756705306014
"white",1,99.9278621580424,NA,NA
