"color","n","mean","sd","se"
"blue",4,45.5821128677621,36.0809963447648,18.0404981723824
"green",4,41.6876687771435,45.0277604552761,22.513880227638
"red",4,52.7868607465037,50.2028228320147,25.1014114160074
"white",1,5.3463442914101,NA,NA
