"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,6027.82689465443,2009.27563155148,4.0079377272356,0.0698392204276409
"color",3,377.966059669127,125.988686556376,0.251311866886204,0.857814791693733
"Residuals",6,3007.94438680663,501.324064467772,NA,NA
