"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_blue","int_green","int_red","int_white"
"conf_green",0,73.5439797911133,86.9972859583911,79.0783848879635,150.535641613751,3.54522611502415,85.2051614184704,9.93267118764442,483.704842190095,490.148666946988,198.104218298952,108.066740995784,203.992274758458
"conf_red",73.5439797911133,0,13.4533061672778,5.53440509685021,76.991661822638,69.9987536760891,158.749141209584,83.4766509787577,410.160862398982,416.604687155874,271.648198090065,181.610720786898,277.536254549571
"fusion_blue",86.9972859583911,13.4533061672778,0,7.91890107042758,63.5383556553602,83.4520598433669,172.202447376861,96.9299571460355,396.707556231704,403.151380988597,285.101504257343,195.064026954175,290.989560716849
"fusion_green",79.0783848879635,5.53440509685021,7.91890107042758,0,71.4572567257878,75.5331587729393,164.283546306434,89.0110560756079,404.626457302132,411.070282059024,277.182603186915,187.145125883748,283.070659646422
"fusion_red",150.535641613751,76.991661822638,63.5383556553602,71.4572567257878,0,146.990415498727,235.740803032222,160.468312801396,333.169200576344,339.613025333236,348.639859912703,258.602382609536,354.52791637221
"FV_blue",3.54522611502415,69.9987536760891,83.4520598433669,75.5331587729393,146.990415498727,0,88.7503875334945,13.4778973026686,480.159616075071,486.603440831964,201.649444413976,111.611967110808,207.537500873482
"FV_green",85.2051614184704,158.749141209584,172.202447376861,164.283546306434,235.740803032222,88.7503875334945,0,75.2724902308259,568.910003608566,575.353828365458,112.899056880481,22.861579577314,118.787113339988
"FV_red",9.93267118764442,83.4766509787577,96.9299571460355,89.0110560756079,160.468312801396,13.4778973026686,75.2724902308259,0,493.63751337774,500.081338134632,188.171547111307,98.1340698081399,194.059603570814
"int_blue",483.704842190095,410.160862398982,396.707556231704,404.626457302132,333.169200576344,480.159616075071,568.910003608566,493.63751337774,0,6.44382475689247,681.809060489047,591.77158318588,687.697116948553
"int_blue",490.148666946988,416.604687155874,403.151380988597,411.070282059024,339.613025333236,486.603440831964,575.353828365458,500.081338134632,6.44382475689247,0,688.25288524594,598.215407942772,694.140941705446
"int_green",198.104218298952,271.648198090065,285.101504257343,277.182603186915,348.639859912703,201.649444413976,112.899056880481,188.171547111307,681.809060489047,688.25288524594,0,90.0374773031675,5.8880564595064
"int_red",108.066740995784,181.610720786898,195.064026954175,187.145125883748,258.602382609536,111.611967110808,22.861579577314,98.1340698081399,591.77158318588,598.215407942772,90.0374773031675,0,95.9255337626739
"int_white",203.992274758458,277.536254549571,290.989560716849,283.070659646422,354.52791637221,207.537500873482,118.787113339988,194.059603570814,687.697116948553,694.140941705446,5.8880564595064,95.9255337626739,0
