"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,2.59799225557243,5.50425511422863,15.3095679021971,18.4312980098296,26.9813087838622,14.7440883675534,23.0263154264866,21.4772359631109,9.42624419055943,0.870049063327215,3.90707131513511
"conf_green",2.59799225557243,0,2.90626285865621,12.7115756466246,15.8333057542572,24.3833165282898,17.3420806231258,25.624307682059,24.0752282186833,12.0242364461319,1.72794319224521,6.50506357070754
"conf_red",5.50425511422863,2.90626285865621,0,9.80531278796843,12.927042895601,21.4770536696336,20.248343481782,28.5305705407152,26.9814910773395,14.9304993047881,4.63420605090142,9.41132642936375
"fusion_blue",15.3095679021971,12.7115756466246,9.80531278796843,0,3.12173010763258,11.6717408816652,30.0536562697504,38.3358833286837,36.7868038653079,24.7358120927565,14.4395188388698,19.2166392173322
"fusion_green",18.4312980098296,15.8333057542572,12.927042895601,3.12173010763258,0,8.55001077403257,33.175386377383,41.4576134363162,39.9085339729405,27.8575422003891,17.5612489465024,22.3383693249648
"fusion_red",26.9813087838622,24.3833165282898,21.4770536696336,11.6717408816652,8.55001077403257,0,41.7253971514156,50.0076242103488,48.4585447469731,36.4075529744216,26.111259720535,30.8883800989973
"FV_blue",14.7440883675534,17.3420806231258,20.248343481782,30.0536562697504,33.175386377383,41.7253971514156,0,8.28222705893322,6.73314759555748,5.31784417699394,15.6141374308806,10.8370170524183
"FV_green",23.0263154264866,25.624307682059,28.5305705407152,38.3358833286837,41.4576134363162,50.0076242103488,8.28222705893322,0,1.54907946337574,13.6000712359272,23.8963644898138,19.1192441113515
"FV_red",21.4772359631109,24.0752282186833,26.9814910773395,36.7868038653079,39.9085339729405,48.4585447469731,6.73314759555748,1.54907946337574,0,12.0509917725514,22.3472850264381,17.5701646479757
"int_green",9.42624419055943,12.0242364461319,14.9304993047881,24.7358120927565,27.8575422003891,36.4075529744216,5.31784417699394,13.6000712359272,12.0509917725514,0,10.2962932538866,5.51917287542431
"int_red",0.870049063327215,1.72794319224521,4.63420605090142,14.4395188388698,17.5612489465024,26.111259720535,15.6141374308806,23.8963644898138,22.3472850264381,10.2962932538866,0,4.77712037846233
"int_white",3.90707131513511,6.50506357070754,9.41132642936375,19.2166392173322,22.3383693249648,30.8883800989973,10.8370170524183,19.1192441113515,17.5701646479757,5.51917287542431,4.77712037846233,0
