"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,1.04012498419021,0.743057416333997,4.15257974834892,9.1915691248935,14.1356433813996,14.4160702110619,21.3621214530035,21.625593841221,3.05662488499568,7.70383638527454,3.75715959834423
"conf_green",1.04012498419021,0,0.297067567856217,3.11245476415871,8.15144414070329,13.0955183972094,15.4561951952521,22.4022464371937,22.6657188254112,4.0967498691859,6.66371140108433,2.71703461415402
"conf_red",0.743057416333997,0.297067567856217,0,3.40952233201492,8.44851170855951,13.3925859650656,15.1591276273959,22.1051788693375,22.368651257555,3.79968230132968,6.96077896894055,3.01410218201023
"fusion_blue",4.15257974834892,3.11245476415871,3.40952233201492,0,5.03898937654458,9.98306363305068,18.5686499594108,25.5147012013524,25.7781735895699,7.2092046333446,3.55125663692562,0.395420150004689
"fusion_green",9.1915691248935,8.15144414070329,8.44851170855951,5.03898937654458,0,4.9440742565061,23.6076393359554,30.553690577897,30.8171629661145,12.2481940098892,1.48773273961896,5.43440952654927
"fusion_red",14.1356433813996,13.0955183972094,13.3925859650656,9.98306363305068,4.9440742565061,0,28.5517135924615,35.4977648344031,35.7612372226206,17.1922682663953,6.43180699612506,10.3784837830554
"FV_blue",14.4160702110619,15.4561951952521,15.1591276273959,18.5686499594108,23.6076393359554,28.5517135924615,0,6.94605124194159,7.20952363015908,11.3594453260662,22.1199065963365,18.1732298094061
"FV_green",21.3621214530035,22.4022464371937,22.1051788693375,25.5147012013524,30.553690577897,35.4977648344031,6.94605124194159,0,0.26347238821749,18.3054965680078,29.065957838278,25.1192810513477
"FV_red",21.625593841221,22.6657188254112,22.368651257555,25.7781735895699,30.8171629661145,35.7612372226206,7.20952363015908,0.26347238821749,0,18.5689689562253,29.3294302264955,25.3827534395652
"int_green",3.05662488499568,4.0967498691859,3.79968230132968,7.2092046333446,12.2481940098892,17.1922682663953,11.3594453260662,18.3054965680078,18.5689689562253,0,10.7604612702702,6.81378448333992
"int_red",7.70383638527454,6.66371140108433,6.96077896894055,3.55125663692562,1.48773273961896,6.43180699612506,22.1199065963365,29.065957838278,29.3294302264955,10.7604612702702,0,3.94667678693031
"int_white",3.75715959834423,2.71703461415402,3.01410218201023,0.395420150004689,5.43440952654927,10.3784837830554,18.1732298094061,25.1192810513477,25.3827534395652,6.81378448333992,3.94667678693031,0
