"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,726.885900764967,242.295300254989,0.211671491606613,0.884832374939462
"color",3,1420.20758118189,473.40252706063,0.413568975245528,0.749583336343036
"Residuals",6,6868.05667827834,1144.67611304639,NA,NA
