"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,840.627671578816,280.209223859606,1.31421872359556,0.353759951960702
"color",3,1070.74580276721,356.915267589068,1.67398032420835,0.270426683674763
"Residuals",6,1279.28122843807,213.213538073011,NA,NA
