"color","n","mean","sd","se"
"blue",4,25.768548499792,9.80177232987574,4.90088616493787
"green",4,21.5005125003344,7.11220371930512,3.55610185965256
"red",4,35.1286559656853,17.3391541967535,8.66957709837676
"white",1,23.5348995997339,NA,NA
