"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_blue","FV_green","FV_red","int_blue","int_green","int_red"
"conf_blue",0,3.53836022029664,5.03360053717577,0.582471748336673,4.88777504627231,8.00498563756337,4.10012408453196,1.21954111318188,1.16421534801674,1.4250211715534,0.289439056990076,2.48225966498285,1.48265643265582
"conf_green",3.53836022029664,0,1.49524031687913,2.95588847195997,1.34941482597567,4.46662541726673,0.561763864235317,2.31881910711476,4.70257556831338,4.96338139185004,3.24892116330656,6.02061988527949,5.02101665295245
"conf_red",5.03360053717577,1.49524031687913,0,4.4511287888391,0.145825490903462,2.97138510038759,0.933476452643816,3.8140594239939,6.19781588519251,6.45862170872917,4.7441614801857,7.51586020215862,6.51625696983159
"fusion_blue",0.582471748336673,2.95588847195997,4.4511287888391,0,4.30530329793564,7.42251388922669,3.51765233619528,0.637069364845203,1.74668709635341,2.00749291989007,0.293032691346596,3.06473141331952,2.06512818099249
"fusion_green",4.88777504627231,1.34941482597567,0.145825490903462,4.30530329793564,0,3.11721059129106,0.787650961740354,3.66823393309043,6.05199039428905,6.31279621782571,4.59833598928223,7.37003471125516,6.37043147892813
"fusion_red",8.00498563756337,4.46662541726673,2.97138510038759,7.42251388922669,3.11721059129106,0,3.90486155303141,6.78544452438149,9.1692009855801,9.43000680911676,7.71554658057329,10.4872453025462,9.48764207021918
"FV_blue",4.10012408453196,0.561763864235317,0.933476452643816,3.51765233619528,0.787650961740354,3.90486155303141,0,2.88058297135008,5.2643394325487,5.52514525608535,3.81068502754188,6.5823837495148,5.58278051718777
"FV_blue",1.21954111318188,2.31881910711476,3.8140594239939,0.637069364845203,3.66823393309043,6.78544452438149,2.88058297135008,0,2.38375646119862,2.64456228473527,0.930102056191799,3.70180077816472,2.70219754583769
"FV_green",1.16421534801674,4.70257556831338,6.19781588519251,1.74668709635341,6.05199039428905,9.1692009855801,5.2643394325487,2.38375646119862,0,0.260805823536657,1.45365440500682,1.31804431696611,0.318441084639076
"FV_red",1.4250211715534,4.96338139185004,6.45862170872917,2.00749291989007,6.31279621782571,9.43000680911676,5.52514525608535,2.64456228473527,0.260805823536657,0,1.71446022854347,1.05723849342945,0.0576352611024191
"int_blue",0.289439056990076,3.24892116330656,4.7441614801857,0.293032691346596,4.59833598928223,7.71554658057329,3.81068502754188,0.930102056191799,1.45365440500682,1.71446022854347,0,2.77169872197292,1.77209548964589
"int_green",2.48225966498285,6.02061988527949,7.51586020215862,3.06473141331952,7.37003471125516,10.4872453025462,6.5823837495148,3.70180077816472,1.31804431696611,1.05723849342945,2.77169872197292,0,0.999603232327033
"int_red",1.48265643265582,5.02101665295245,6.51625696983159,2.06512818099249,6.37043147892813,9.48764207021918,5.58278051718777,2.70219754583769,0.318441084639076,0.0576352611024191,1.77209548964589,0.999603232327033,0
