"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,2.8511516998231,4.76630411233222,12.2209588861378,20.4670917242452,20.537563132534,1.74272126024237,1.12532312541165,2.80396711694829,7.54812079517632,3.61968654290651,7.41380797978647
"conf_green",2.8511516998231,0,1.91515241250912,9.36980718631465,17.6159400244221,17.6864114327109,1.10843043958073,3.97647482523475,5.65511881677139,4.69696909535322,0.768534843083411,4.56265627996337
"conf_red",4.76630411233222,1.91515241250912,0,7.45465477380553,15.7007876119129,15.7712590202018,3.02358285208985,5.89162723774387,7.57027122928051,2.7818166828441,1.14661756942571,2.64750386745425
"fusion_blue",12.2209588861378,9.36980718631465,7.45465477380553,0,8.2461328381074,8.3166042463963,10.4782376258954,13.3462820115494,15.024926003086,4.67283809096144,8.60127234323124,4.80715090635129
"fusion_green",20.4670917242452,17.6159400244221,15.7007876119129,8.2461328381074,0,0.0704714082888955,18.7243704640028,21.5924148496568,23.2710588411934,12.9189709290688,16.8474051813386,13.0532837444587
"fusion_red",20.537563132534,17.6864114327109,15.7712590202018,8.3166042463963,0.0704714082888955,0,18.7948418722917,21.6628862579457,23.3415302494823,12.9894423373577,16.9178765896275,13.1237551527476
"FV_blue",1.74272126024237,1.10843043958073,3.02358285208985,10.4782376258954,18.7243704640028,18.7948418722917,0,2.86804438565402,4.54668837719066,5.80539953493395,1.87696528266414,5.6710867195441
"FV_green",1.12532312541165,3.97647482523475,5.89162723774387,13.3462820115494,21.5924148496568,21.6628862579457,2.86804438565402,0,1.67864399153664,8.67344392058797,4.74500966831816,8.53913110519811
"FV_red",2.80396711694829,5.65511881677139,7.57027122928051,15.024926003086,23.2710588411934,23.3415302494823,4.54668837719066,1.67864399153664,0,10.3520879121246,6.4236536598548,10.2177750967348
"int_green",7.54812079517632,4.69696909535322,2.7818166828441,4.67283809096144,12.9189709290688,12.9894423373577,5.80539953493395,8.67344392058797,10.3520879121246,0,3.92843425226981,0.134312815389851
"int_red",3.61968654290651,0.768534843083411,1.14661756942571,8.60127234323124,16.8474051813386,16.9178765896275,1.87696528266414,4.74500966831816,6.4236536598548,3.92843425226981,0,3.79412143687996
"int_white",7.41380797978647,4.56265627996337,2.64750386745425,4.80715090635129,13.0532837444587,13.1237551527476,5.6710867195441,8.53913110519811,10.2177750967348,0.134312815389851,3.79412143687996,0
