"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,6.46704016473406,6.40528236437967,11.1936225814471,18.9111500829229,7.87315893112069,15.081714406459,11.9243801958062,2.05416693848508,14.945898624499,14.2380708832222,15.1004003121373
"conf_red",6.46704016473406,0,0.061757800354389,4.72658241671309,12.4441099181888,14.3401990958548,21.5487545711931,18.3914203605402,8.52120710321914,21.412938789233,20.7051110479563,21.5674404768713
"fusion_blue",6.40528236437967,0.061757800354389,0,4.78834021706747,12.5058677185432,14.2784412955004,21.4869967708387,18.3296625601859,8.45944930286475,21.3511809888786,20.6433532476019,21.5056826765169
"fusion_green",11.1936225814471,4.72658241671309,4.78834021706747,0,7.71752750147576,19.0667815125678,26.2753369879062,23.1180027772533,13.2477895199322,26.1395212059461,25.4316934646694,26.2940228935844
"fusion_red",18.9111500829229,12.4441099181888,12.5058677185432,7.71752750147576,0,26.7843090140436,33.992864489382,30.8355302787291,20.965317021408,33.8570487074219,33.1492209661451,34.0115503950602
"FV_blue",7.87315893112069,14.3401990958548,14.2784412955004,19.0667815125678,26.7843090140436,0,7.20855547533836,4.05122126468549,5.81899199263561,7.07273969337826,6.36491195210152,7.22724138101657
"FV_green",15.081714406459,21.5487545711931,21.4869967708387,26.2753369879062,33.992864489382,7.20855547533836,0,3.15733421065287,13.027547467974,0.135815781960098,0.843643523236842,0.0186859056782112
"FV_red",11.9243801958062,18.3914203605402,18.3296625601859,23.1180027772533,30.8355302787291,4.05122126468549,3.15733421065287,0,9.8702132573211,3.02151842869277,2.31369068741603,3.17602011633108
"int_blue",2.05416693848508,8.52120710321914,8.45944930286475,13.2477895199322,20.965317021408,5.81899199263561,13.027547467974,9.8702132573211,0,12.8917316860139,12.1839039447371,13.0462333736522
"int_green",14.945898624499,21.412938789233,21.3511809888786,26.1395212059461,33.8570487074219,7.07273969337826,0.135815781960098,3.02151842869277,12.8917316860139,0,0.707827741276745,0.154501687638309
"int_red",14.2380708832222,20.7051110479563,20.6433532476019,25.4316934646694,33.1492209661451,6.36491195210152,0.843643523236842,2.31369068741603,12.1839039447371,0.707827741276745,0,0.862329428915054
"int_white",15.1004003121373,21.5674404768713,21.5056826765169,26.2940228935844,34.0115503950602,7.22724138101657,0.0186859056782112,3.17602011633108,13.0462333736522,0.154501687638309,0.862329428915054,0
