"color","n","mean","sd","se"
"blue",4,34.5628232553284,6.08145547623312,3.04072773811656
"green",4,33.8114339439879,2.85761989820646,1.42880994910323
"red",4,33.4450421642893,1.89037001397101,0.945185006985507
"white",1,29.4461688155434,NA,NA
