"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,90712.6371947382,30237.5457315794,25.0775543833202,0.000856686966284186
"color",3,1157.49150294491,385.830500981636,0.319989110789689,0.811159837239615
"Residuals",6,7234.56807694723,1205.76134615787,NA,NA
