"color","n","mean","sd","se"
"blue",4,14.719897829394,11.3081397690091,5.65406988450453
"green",4,14.6900082746074,16.9371154479412,8.46855772397062
"red",4,19.7481790308511,24.6283660371897,12.3141830185948
"white",1,3.33178213070286,NA,NA
