"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,5.7692996235741,5.63608920007424,11.9773438076801,11.0787798644142,17.317249541317,1.5527976203523,8.00538467551183,6.04862080525352,9.72289956035352,3.85367109529928,9.68828677087397
"conf_green",5.7692996235741,0,0.133210423499857,17.7466434312542,16.8480794879883,23.0865491648911,4.2165020032218,2.23608505193773,0.279321181679414,3.95359993677942,1.91562852827482,3.91898714729986
"conf_red",5.63608920007424,0.133210423499857,0,17.6134330077543,16.7148690644885,22.9533387413912,4.08329157972194,2.36929547543759,0.412531605179272,4.08681036027928,1.78241810477497,4.05219757079972
"fusion_blue",11.9773438076801,17.7466434312542,17.6134330077543,0,0.898563943265838,5.33990573363691,13.5301414280324,19.9827284831919,18.0259646129336,21.7002433680336,15.8310149029793,21.665630578554
"fusion_green",11.0787798644142,16.8480794879883,16.7148690644885,0.898563943265838,0,6.23846967690275,12.6315774847665,19.0841645399261,17.1274006696677,20.8016794247678,14.9324509597135,20.7670666352882
"fusion_red",17.317249541317,23.0865491648911,22.9533387413912,5.33990573363691,6.23846967690275,0,18.8700471616693,25.3226342168288,23.3658703465705,27.0401491016705,21.1709206366163,27.0055363121909
"FV_blue",1.5527976203523,4.2165020032218,4.08329157972194,13.5301414280324,12.6315774847665,18.8700471616693,0,6.45258705515953,4.49582318490121,8.17010194000122,2.30087347494697,8.13548915052166
"FV_green",8.00538467551183,2.23608505193773,2.36929547543759,19.9827284831919,19.0841645399261,25.3226342168288,6.45258705515953,0,1.95676387025832,1.71751488484169,4.15171358021256,1.68290209536213
"FV_red",6.04862080525352,0.279321181679414,0.412531605179272,18.0259646129336,17.1274006696677,23.3658703465705,4.49582318490121,1.95676387025832,0,3.67427875510001,2.19494970995424,3.63966596562045
"int_green",9.72289956035352,3.95359993677942,4.08681036027928,21.7002433680336,20.8016794247678,27.0401491016705,8.17010194000122,1.71751488484169,3.67427875510001,0,5.86922846505425,0.0346127894795565
"int_red",3.85367109529928,1.91562852827482,1.78241810477497,15.8310149029793,14.9324509597135,21.1709206366163,2.30087347494697,4.15171358021256,2.19494970995424,5.86922846505425,0,5.83461567557469
"int_white",9.68828677087397,3.91898714729986,4.05219757079972,21.665630578554,20.7670666352882,27.0055363121909,8.13548915052166,1.68290209536213,3.63966596562045,0.0346127894795565,5.83461567557469,0
