"color","n","mean","sd","se"
"blue",4,47.0929547558064,7.39795866021329,3.69897933010664
"green",4,51.9200335003872,3.56537600886818,1.78268800443409
"red",4,49.9245988908677,4.15678304509091,2.07839152254545
"white",1,55.0114661886648,NA,NA
