"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,2611520.50969932,870506.836566439,14.3128666156043,0.00384118202353031
"color",3,158658.98585205,52886.3286173501,0.869556602536087,0.506860779958524
"Residuals",6,364919.28274552,60819.8804575867,NA,NA
