"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,0.430893754129207,0.0464397897708784,0.339871766178286,0.521915742080129,0.0683481948367584
"fusion",3,0.465885902094366,0.115648178200157,0.239215472822059,0.692556331366673,0.154898986207432
"FV",3,-0.366889154558453,0.418514544552783,-1.18717766188191,0.453399352765001,0.541785560087765
"int",3,-0.19081214765216,0.0181179861727572,-0.226323400550764,-0.155300894753555,0.0602676027490563
