"color","n","mean","sd","se"
"blue",4,156.625147012179,27.0030099135685,13.5015049567843
"green",4,136.239331783999,20.7079376354798,10.3539688177399
"red",4,130.891969231812,17.8592594366847,8.92962971834236
"white",1,130.659577082929,NA,NA
