"system","n","mean","sd","se"
"fusion",3,70.164897521566,73.9750533549885,42.7095169678196
"conf",3,61.0435896735787,38.589596393985,22.2797138659863
"FV",3,35.8532159549604,28.4922782724142,16.4500245304041
"int",4,66.3279420909017,9.68574893444045,4.84287446722023
