"color","n","mean","sd","se"
"blue",4,60.7900081004945,2.76098732462158,1.38049366231079
"green",4,62.0487996758618,6.3480017020837,3.17400085104185
"red",4,59.0750796120754,7.66557545460273,3.83278772730137
"white",1,66.6550230249367,NA,NA
